 StopAbbr, StopName, NodeAbbr, SiteName, StreetNum, StreetNo, OnStreet, AtStreet, Unit, City, State, ZipCode, AddressSummary, ZoneCode, Phone, Lon, Lat, GeoStatus, CellArea, ShapeId, PercentDistFromA, SegmentSideFlag, Comments, PictureFile, IvrNum, BayNum, StopPosition, FacingDir, FareZoneId, CurbType, InService, LastServiceDate, AccessibilityMask, Preferred, Bench, Shelter, Lighting, Garbage, Telephone, SignPost, Bicycle, Transfer, GpsLon, GpsLat, GpsHeight, GIS_X, GIS_Y, UserD3, UserD4, UserD5, XCRD, YCRD, IPOS, DIST FROM AT ST, GRID, PARC, UserS7, NODE, GTF_Wheelchair_boarding, UserS10, SHORT_DESC, CRNR, ADDR, INTR, LMRK, IMPS, UserA7, STALF, STACF, STBEF, STALN, STACN, STBEN, Sch. Display, LIGHTING, DIR OF TRAVEL, IVR Sign, Garbage, ADA ACCESS, SIDEWALK, LIFT, CURB, CURB CUT, TELEPHONE, PARK & RIDE, BUS STOP TYPE, NEIGHBORHOOD TYP, BASE, LIGHTING, COLLECT DATE, MapPage, CountyCode, Station Name, GpsRadius, StopClass, StopClusterId, Heading
210652,ASHWOOD AVE @ PRYOR RD,,,0,,ASHWOOD AVE SW,MEADOW LN SW,,,,,,,,-84398928,33705137,-2147483632,939,712186,22,0, ,,0, ,NS,E,0, ,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,99970879,,N,Y,,,,ASHWOOD AVE,PRYOR RD,,ASHWOOD AVE,PRYOR RD,,,S,E,,,N,N,Y,Y,N,N,N,SGN,RES,DIRT,S,DECEMBER 8 2007,,,,0, ,0,95
210653,PRYOR RD @ AMAL DR,PrPa,,0,,PRYOR RD SW,AMAL DR SW,,,,,,,,-84397626,33706910,-2147483632,939,704228,80,1,,,0,,NS,NE,0,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,99970880,,N,Y,,,,PRYOR RD,AMAL DR,,PRYOR RD,AMAL DR,,,S,NE,,,N,Y,Y,Y,N,N,N,SGN,RES,DIRT,S,DECEMBER 8 2007,,,,0,,0,57
210654,PRYOR RD@FAIR DR,,,0,,PRYOR RD SW,FAIR DR SW,,,,,,,,-84398980,33702666,-2147483632,939,502396,2,0,,,0,,NS,S,0,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,99970881,,N,Y,,,,PRYOR RD,FAIR DR,,PRYOR RD,FAIR DR,,,S,S,,,N,Y,Y,Y,N,P,N,SGN,COM,DIRT,S,DECEMBER 8 2007,,,,0,,0,181
210655,PRYOR RD@FAIR DR,,,0,,PRYOR RD SW,FAIR DR SW,,,,,,,,-84398904,33702559,-2147483632,939,501563,95,1,,,0,,NS,N,0,,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,99970882,,N,Y,,,,PRYOR RD,FAIR DR,,PRYOR RD,FAIR DR,,,S,N,,,Y,Y,Y,N,N,P,N,SGN,COM,DIRT,S,DECEMBER 8 2007,,,,0,,0,2
210656,PRYOR RD@PRYOR CIR,,,0,,PRYOR RD SW,PRYOR CIR SW,,,,,,,,-84398820,33705066,-2147483632,939,502402,88,1,,,0,,NS,N,0,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,99970883,,N,Y,,,,PRYOR RD,PRYOR CIR,,PRYOR RD,PRYOR CIR,,,S,N,,,N,N,Y,Y,N,N,N,SGN,RES,DIRT,S,DECEMBER 8 2007,,,,0,,0,2
210659,RALPH D ABERNATHY BLVD @ HUMPHRIE ST, ,,0,,RALPH DAVID ABERNATHY BLVD SW,HUMPHRIES ST SW,,,,,,,,-84404538,33736708,-2147483647,940,944851,23,0, , ,0, ,NS,W,0, ,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,99970886,,N,Y,,,,RALPH DAVID ABERNATHY BLVD,HUMPHRIES ST,,RALPH DAVID ABERNATHY BLVD,HUMPHRIES ST,,,S,W,,,N,Y,N,Y,N,N,N,SGN,MIX,DIRT,S,DECEMBER 8 2007,,,,0, ,0,260
210664,BROOKS DR@ SW BROAD ST, ,,0,,BROOKS DR,W BROAD ST,,FAIRBURN,GA,,,,,-84587167,33561533,-2147483647,657,339922,46,1, , ,0, ,FS,NW,0, ,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,99970898,NW,N,Y,N,,,BROOKS DR,SW BROAD ST,,BROOKS DR,SW BROAD ST,,,P,NW,,,N,N,Y,Y,N,N,N,SGN,RES,DIRT,S,DECEMBER 8 2007,,,,0, ,0,320
210665,N CENTRAL AVE @ VIRGINIA AVE,,,0,,N CENTRAL AVE,VIRGINIA AVE,,,,,,,,-84413818,33661665,-2147483632,891,278708,5,0,,,0,,NS,E,0,,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,99970899,,N,Y,,,,N CENTRAL AVE,VIRGINIA AVE,,N CENTRAL AVE,VIRGINIA AVE,,,S,E,,,N,N,Y,Y,N,P,N,SGN,COM,DIRT,S,DECEMBER 8 2007,,,,0,,0,124
210667,N CENTRAL AVE @ DOGWOOD DR,,,0,,N CENTRAL AVE,DOGWOOD DR,,,,,,,,-84410793,33659927,-2147483647,891,155293,97,1, , ,0, ,NS,SE,0, ,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,99970901,,N,Y,,,,N CENTRAL AVE,DOGWOOD DR,,N CENTRAL AVE,DOGWOOD DR,,,S,SE,,,N,N,Y,N,N,N,N,SGN,COM,DIRT,S,DECEMBER 8 2007,,,,0, ,0,125
210668,N CENTRAL AVE @ VIRGINIA AVE,,,0,,N CENTRAL AVE,VIRGINIA AVE,,,,,,,,-84413883,33661791,-2147483632,891,278708,22,1,,,0,,FS,W,0,,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,1,0,99970902,,N,Y,,,,N CENTRAL AVE,VIRGINIA AVE,,N CENTRAL AVE,VIRGINIA AVE,,,S,W,,,Y,Y,Y,Y,Y,P,N,SGN,COM,DIRT,S,DECEMBER 8 2007,,,,0,,0,304
210678,17TH ST NW @ W PEACHTREE ST NW, ,,0,,17TH ST NW,W PEACHTREE ST NW,,ATLANTA,GA,,,,,-84387818,33791754,-2147483632,942,775203,-1,1,0,,0, ,NS,E,0, ,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,99970912,,N,Y,,,,17TH ST,W PEACHTREE ST,,17TH ST,W PEACHTREE ST,,,S,E,,,Y,Y,Y,Y,Y,N,N,STR,COM,CONC,S,DECEMBER 8 2007,,,,0, ,0,48
210679,17TH ST NE @ PEACHTREE ST NE, ,,0,,17TH ST NE,PEACHTREE ST NE,,,,,,,,-84386383,33792400,-2147483632,942,514336,95,1,0,,0, ,NS,E,0, ,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,99970913,,N,Y,,,,17TH ST,PEACHTREE ST,,17TH ST,PEACHTREE ST,,,S,E,,,Y,Y,Y,Y,Y,N,N,STR,COM,CONC,S,DECEMBER 8 2007,,,,0, ,0,61
210709,GA STATE STATION - PIEDMONT AVE, ,,0,,PIEDMONT AVE SE,MARTIN LUTHER KING JR DR SW,,,,,, ,,-84386457,33750374,-2147483647,940,505719,99,1,RT 99 & 109 (RT 21 DROP OFF ONLY),,0, ,AT,NE,0, ,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,210709,,N,N,,,,PIEDMONT AVE,MARTIN LUTHER KING JR DR,,GA STATE RAIL STN E LLL,,,,D,NE,,Y,Y,Y,Y,Y,Y,P,N,STN,SCH,CONC,S,DECEMBER 8 2007,, ,GA STATE STATION,0, ,0,39
210710,JACKSON ST NE @ OLD WHEAT ST NE,,,0,,JACKSON ST NE,OLD WHEAT ST NE,,ATLANTA,GA,,,,,-84374276,33755895,-2147483632,987,1137931,96,1,0,,0,,NS,N,0,,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,99970938,SE,N,Y,,,,JACKSON ST,OLD WHEAT ST NE,,JACKSON ST,OLD WHEAT ST NE,,,S,N,,,Y,Y,Y,Y,Y,N,N,SGN,MIX,CONC,S,DECEMBER 8 2007,,,,0,,0,2
210743,MCGINNIS FERRY RD @ DEERFIELD POINT DR, ,,0,,MCGINNIS FERRY RD,DEERFIELD POINT DR,,,,,, ,,-84249180,34104274,-2147483647,1138,952842,63,0, ,,0, ,NS,E,0, ,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,1,0,99970971,,N,Y,,,,MCGINNIS FERRY RD,DEERFIELD POINT DR,,MCGINNIS FERRY RD,DEERFIELD POINT DR,,,S,E,,,Y,Y,Y,Y,Y,N,N,SGN,RES,DIRT,S,DECEMBER 8 2007,, ,,0, ,0,111
210744,MCGINNIS FERRY RD@DEERFIELD POINT D,,,0,,MCGINNIS FERRY RD,DEERFIELD POINT DR,,,,,,,,-84248608,34104237,-2147483632,1138,952821,99,1,,,0,,FS,W,0,,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99970972,,N,Y,,,,MCGINNIS FERRY RD,DEERFIELD POINT DR,,MCGINNIS FERRY RD,DEERFIELD POINT DR,,,S,W,,,Y,Y,Y,Y,Y,N,N,SGN,RES,DIRT,S,DECEMBER 8 2007,,,,0,,0,290
210745,WINDWARD CONCOURSE@MCGINNIS FERRY R,,,0,,WINDWARD CON,MCGINNIS FERRY RD,,,,,,,,-84241055,34101091,-2147483632,1184,1112766,84,0,,,0,,FS,S,0,,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,1,0,99970973,,N,Y,,,,WINDWARD CONCOURSE,MCGINNIS FERRY RD,,WINDWARD CONCOURSE,MCGINNIS FERRY RD,,,S,S,,,Y,N,Y,Y,Y,N,N,SGN,COM,DIRT,S,DECEMBER 8 2007,,,,0,,0,182
210746,WINDWARD CONCOURSE @ ALDERMAN DR,AlWi, ,0,0,WINDWARD CON,ALDERMAN DR, ,DEKALB COUNTY, ,30346,,,,-84241112,34098711,-2147483647,1184,954398,1,0, , ,0, ,FS,S,0, ,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,99970974,,N,Y,,,,WINDWARD CONCOURSE,ALDERMAN DR,,WINDWARD CONCOURSE,ALDERMAN DR,,,S,S,,,Y,Y,Y,Y,Y,N,N,SGN,COM,DIRT,S,DECEMBER 8 2007, ,,,0, ,0,180
210747,WINDWARD CONCOURSE @ ALDERMAN DR,AlWi,,0,,WINDWARD CON,ALDERMAN DR,,,,,, ,,-84240787,34099545,-2147483647,1184,1071722,39,1, , ,0, ,FS,N,0, ,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,1,0,99970975,NE,N,Y,,,,WINDWARD CONCOURSE,ALDERMAN DR,,WINDWARD CONCOURSE,ALDERMAN DR,,FLAT,S,N,,Y,Y,Y,Y,Y,Y,N,N,SNT,COM,CONC,S,DECEMBER 8 2007,, ,,0, ,0,2
210748,WINDWARD PLAZA@4025,,,0,,WINDWARD PLZ,,,,,,,,,-84239840,34093047,-2147483632,1183,954116,61,1,,,0,,OP,NW,0,,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99970976,,Y,N,,,,WINDWARD PLAZA,4025,,WINDWARD PLAZA,4025,,,S,NW,,,Y,Y,Y,Y,Y,N,N,SGN,COM,DIRT,S,DECEMBER 8 2007,,,,0,,0,42
210749,WINDWARD PLZ @ 4025,,,0,4025,WINDWARD PLZ,,,,,,,,,-84239993,34092993,-2147483632,1183,954116,55,0,,,0,,AT,SE,0,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99970977,,Y,N,,,,WINDWARD PLAZA,4025,,WINDWARD PLAZA,4025,,,S,SE,,,N,N,N,Y,N,N,N,SGN,COM,DIRT,S,DECEMBER 8 2007,,,,0,,0,217
210750,WINDWARD PKWY@MARCONI DR,,,0,,WINDWARD PKY,MARCONI DR,,,,,,,,-84250140,34089878,-2147483632,1137,951378,27,0,,,0,,NS,W,0,,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,1,0,99970978,,N,Y,,,,WINDWARD PKWY,MARCONI DR,,WINDWARD PKWY,MARCONI DR,,,S,W,,,Y,Y,Y,Y,Y,N,N,SGN,COM,DIRT,S,DECEMBER 8 2007,,,,0,,0,261
210751,WINDWARD PKWY@MARCONI DR, ,,0,,WINDWARD PKY,MARCONI DR,,,,,,,,-84250359,34089591,-2147483647,1137,952558,97,1, , ,0, ,NS,E,0, ,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,99970979,,N,Y,,,,WINDWARD PKWY,MARCONI DR,,WINDWARD PKWY,MARCONI DR,,,S,E,,,Y,Y,Y,Y,Y,N,N,SGN,COM,DIRT,S,DECEMBER 8 2007,,,,0, ,0,84
210752,WINDWARD PKWY@EDISON DR,,,0,,WINDWARD PKY,EDISON DR,,,,,,,,-84252389,34089790,-2147483632,1137,952559,2,0,,,0,,NS,W,0,,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,99970980,,N,Y,,,,WINDWARD PKWY,EDISON DR,,WINDWARD PKWY,EDISON DR,,,S,W,,,Y,Y,Y,Y,Y,N,N,SGN,COM,DIRT,S,DECEMBER 8 2007,,,,0,,0,265
210753,WINDWARD PKWY@EDISON DR,,,0,,WINDWARD PKY,EDISON DR,,,,,,,,-84252575,34089441,-2147483632,1137,13825,88,1,,,0,,NS,E,0,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,99970981,,N,Y,,,,WINDWARD PKWY,EDISON DR,,WINDWARD PKWY,EDISON DR,,,S,E,,,N,N,N,Y,N,N,N,SGN,COM,DIRT,S,DECEMBER 8 2007,,,,0,,0,84
210757,MORRIS RD @ ONE VERIZON PL,Mo1V,,0,,MORRIS RD,ONE VERIZON PL,,,,,, ,,-84267714,34090792,-2147483647,1137,782842,53,0, ,,0, ,NS,E,0, ,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,0,99970985,,N,Y,,,,MORRIS RD,ONE VERIZON PL,,MORRIS RD,ONE VERIZON PL,,,S,E,,,Y,Y,Y,Y,Y,N,N,SGN,COM,DIRT,S,DECEMBER 8 2007,, ,,0, ,0,93
210758,MORRIS RD@13560,,,0,13560,MORRIS RD,,,,,,,,,-84261808,34094466,-2147483632,1137,951542,39,1,,,0,,AT,NE,0,,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99970986,,Y,N,,,,MORRIS RD,13560,,MORRIS RD,13560,,,S,NE,,,Y,Y,Y,Y,Y,N,N,SGN,COM,DIRT,S,DECEMBER 8 2007,,,,0,,0,40
210759,PEACHTREE CENTER AVE @ BAKER ST,,,0,,PEACHTREE CENTER AVE NE,BAKER ST NE,,,,,,,,-84385979,33762182,-2147483632,941,511704,96,1,O,,0,,NS,N,0,,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,99970994,,N,Y,,,,PEACHTREE CENTER AVE,BAKER ST,,PEACHTREE CENTER AVE,BAKER ST,,,S,N,,,Y,Y,Y,Y,Y,N,N,STR,COM,CONC,S,OCTOBER 1 2007,,,,0,,0,0
210760,RALPH MCGILL BLVD @ COURTLAND ST,,,0,,RALPH MCGILL BLVD NE,COURTLAND ST NE,,,,,,,,-84384154,33764340,-2147483632,941,512261,19,0,0,,0,,NS,E,0,,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,1,0,99970996,,N,Y,,,,RALPH MCGILL BLVD,COURTLAND ST,,RALPH MCGILL BLVD,COURTLAND ST,,,S,E,,,Y,Y,Y,Y,Y,N,N,STR,MIX,CONC,S,OCTOBER 1 2007,,,,0,,0,94
210761,RALPH MCGILL BLVD @ PIEDMONT AVE,,,0,,RALPH MCGILL BLVD NE,PIEDMONT AVE NE,,,,,,,,-84382099,33764171,-2147483632,941,592538,4,0,0,,0,,NS,E,0,,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,99970995,,N,Y,,,,RALPH MCGILL BLVD,PIEDMONT AVE,,RALPH MCGILL BLVD,PIEDMONT AVE,,,S,E,,,Y,Y,Y,Y,Y,N,N,SGN,MIX,DIRT,S,OCTOBER 1 2007,,,,0,,0,94
210763,FAIRBURN RD NW @ 1065,,,0,1065,FAIRBURN RD NW,,,ATLANTA,GA,,,,,-84507367,33779455,-2147483632,758,128087,701,1,0,,0,,FS,NW,0,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99971002,,Y,N,,,,FAIRBURN RD NW,,1065,FAIRBURN RD NW,,1065,,S,NW,,,N,N,N,Y,N,N,N,SGN,RES,DIRT,S,OCTOBER 10 2007,,,,0,,0,335
210765,PEACHTREE INDUSTRIAL BLVD @ RENAISSANCE BLVD,,,0,,PEACHTREE INDUSTRIAL BLVD,CLARKE DR,,DEKALB,GA,,,,,-84270975,33927921,-2147483632,1131,772940,80,1,,,0,,NS,NE,0,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,99970997,,Y,N,,,,PEACHTREE INDUSTRIAL BLVD,RENAISSANCE BLVD,,PEACHTREE INDUSTRIAL BLVD,RENAISSANCE BLVD,,,S,NE,,,N,N,N,Y,N,N,N,SGN,COM,DIRT,S,OCTOBER 2 2007,,,,0,,0,62
210768,BRANNEN RD SE @ 2149,,,0,2149,BRANNEN RD SE,,,,,,,,,-84316965,33714980,-2147483632,1031,522720,7,1,0,,0,,AT,E,0,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99970993,,Y,N,,,,BRANNEN RD,2149,,BRANNEN RD,2149,,,S,E,,,N,Y,Y,Y,Y,N,N,SGN,RES,DIRT,S,OCTOBER 15 2007,,,,0,,0,90
210769,FLAT SHOALS AVE SE @ CAVANAUGH AVE SE, , ,0,0,FLAT SHOALS AVE SE,CAVANAUGH AVE SE, ,DEKALB COUNTY, ,30034,,,,-84337070,33731227,-2147483647,1032,558803,2,1,0, ,0, ,FS,NW,0, ,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,99970991,NE,N,Y,,,,FLAT SHOALS AVE,CAVANAUGH AVE,,FLAT SHOALS AVE,CAVANAUGH AVE,,,S,NW,,,Y,Y,Y,Y,Y,N,N,SGN,RES,DIRT,S,OCTOBER 17 2007, ,,,0, ,0,313
210771,NORTHSIDE DR@DEERING RD, ,,0,,NORTHSIDE DR NW,DEERING RD NW,,,,,,,,-84407749,33796101,-2147483632,896,513583,97,1,0, ,0, ,NS,N,0, ,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,99971000,,N,Y,,,,NORTHSIDE DR,DEERING RD,,NORTHSIDE DR,DEERING RD,,,S,N,,,N,Y,N,Y,Y,N,N,SGN,COM,CONC,S,OCTOBER 10 2007,,,,0, ,0,0
210772,CASCADE RD SW @ DOLPHIN DR SW, ,,0,,CASCADE RD SW,DOLPHIN DR SW,,ATLANTA,GA,,,,,-84461908,33722437,-2147483632,847,67185,29,0, , ,0, ,NS,E,0, ,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,1,0,99971001,,N,Y,,,,CASCADE RD,DOLPHIN DR SW,,CASCADE RD,DOLPHIN DR SW,,FLAT,S,E,,Y,Y,Y,Y,Y,Y,P,N,SNT,COM,CONC,S,OCTOBER 10 2007,,,,0, ,0,99
210774,SWALLOW CIR @ JAY PL,,,0,,SWALLOW CIR SE,JAY PL SE,,,,,,,,-84386990,33693570,-2147483632,938,36285,12,1,,,0,,FS,E,0,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,99971006,,N,Y,,,,SWALLOW CIR,JAY PL,,SWALLOW CIR,JAY PL,,,S,E,,,N,N,Y,Y,N,N,N,SGN,RES,DIRT,S,DECEMBER 8 2007,,,,0,,0,79
210777,SWALLOW CIR SE @ 2298, ,,0,2298,SWALLOW CIR SE,,,,,,, ,,-84386946,33696458,-2147483647,938,502632,0,0, ,,0, ,AT,SW,0, ,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99971008,,Y,N,,,,SWALLOW CIR,2298,,SWALLOW CIR,2298,,,S,SW,,,N,N,N,Y,N,N,N,SGN,RES,DIRT,S,DECEMBER 8 2007,, ,,0, ,0,250
210779,SWALLOW CIR @ FINCH DR,SwFi,,0,,SWALLOW CIR SE,FINCH DR SE,,,,,,,,-84387730,33695941,-2147483632,938,502630,5,0, , ,0, ,NS,SW,0, ,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99971007,,N,Y,,,,SWALLOW CIR,FINCH DR,,SWALLOW CIR,FINCH DR,,,S,SW,,,N,N,N,Y,N,N,N,SGN,RES,DIRT,S,DECEMBER 8 2007,,,,0, ,0,215
210784,PANOLA RD@BENTON DR,,,0,,PANOLA RD,BENTON DR,,,,,,,,-84165486,33719283,-2147483632,1261,608360,95,1,,,0,,NS,N,0,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,99971016,,N,Y,,,,PANOLA RD,BENTON DR,,PANOLA RD,BENTON DR,,,S,N,,,N,N,N,N,N,N,N,SGN,RES,DIRT,S,NOVEMBER 30 2007,,,,0,,0,0
210785,PANOLA RD@BENTON DR,,,0,,PANOLA RD,BENTON DR,,,,,,,,-84165573,33719292,-2147483632,1261,608360,96,0,,,0,,FS,S,0,,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,99971017,,N,Y,,,,PANOLA RD,BENTON DR,,PANOLA RD,BENTON DR,,,S,S,,,N,N,N,N,N,N,N,SGN,RES,DIRT,S,NOVEMBER 30 2007,,,,0,,0,180
210786,GLENWOOD AVE@TERRY MILL RD,,,0,,GLENWOOD AVE,TERRY MILL RD SE,,,,,,,,-84322006,33739740,-2147483632,1032,525925,30,0,,,0,,NS,W,0,,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,1,0,99971018,,N,Y,,,,GLENWOOD AVE,TERRY MILL RD,,GLENWOOD AVE,TERRY MILL RD,,,S,W,,,Y,Y,Y,Y,Y,N,N,SGN,RES,DIRT,S,DECEMBER 7 2007,,,,0,,0,270
210790,REDWINE RD @ N COMMERCE DR, ,,0,,REDWINE RD SW,N COMMERCE DR,,,,,, ,,-84499711,33660767,-2147483647,799,267965,17,1,0,,0, ,MB,W,0, ,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,99971020,,N,Y,,,,REDWINE RD,N COMMERCE DR,N DESERT DR,,,,,S,W,,,Y,Y,Y,Y,Y,N,N,SGN,RES,DIRT,S,NOVEMBER 16 2007,, ,,0, ,0,270
210791,REDWINE RD @ N DESERT DR,,,0,,REDWINE RD,N DESERT DR,,,,,,,,-84498707,33660647,-2147483632,799,1134816,-75,1,,,0,,MB,E,0,,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,99971021,,N,Y,,,,REDWINE RD,N DESERT DR,N COMMERCE DR,,,,,S,E,,,N,N,N,Y,N,N,N,SGN,RES,DIRT,S,NOVEMBER 16 2007,,,,0,,0,87
210797,HAMILTON BLVD@BROWNS MILL RD,,,0,,HAMILTON BLVD SW,BROWNS MILL RD SE,,,,,,,,-84383794,33662204,-2147483632,937,486778,18,1,0,,0,,FS,W,0,,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,1,0,99971037,,N,Y,,,,HAMILTON BLVD,BROWNS MILL RD,,HAMILTON BLVD,BROWNS MILL RD,,,S,W,,,Y,N,Y,Y,Y,N,N,SGN,COM,DIRT,S,JANUARY 15 2008,,,,0,,0,302
210799,SOUTHSIDE INDUSTRIAL PKWY@WILSON RD,,,0,,SOUTHSIDE INDUSTRIAL PKY SE,WILSON RD SE,,,,,,,,-84384808,33652302,-2147483632,937,485779,96,1,,,0,,NS,W,0,,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,99971039,,N,Y,,,,SOUTHSIDE INDUSTRIAL PKWY,WILSON RD,,SOUTHSIDE INDUSTRIAL PKWY,WILSON RD,,,S,W,,,Y,Y,Y,Y,Y,N,N,SGN,COM,DIRT,S,JANUARY 15 2008,,,,0,,0,271
210800,MEMORIAL DR@S HOWARD ST, ,,0,,MEMORIAL DR SE,S HOWARD ST SE,,,,,,,,-84322066,33747292,-2147483647,1032,526009,78,0, ,,0, ,FS,E,0, ,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,99971030,,N,Y,,,,MEMORIAL DR,S HOWARD ST,,MEMORIAL DR,S HOWARD ST,,,S,E,,,N,N,N,Y,N,N,N,SGN,RES,DIRT,S,JANUARY 8 2008,,,,0, ,0,91
210802,ROSWELL RD @ OSNER DR, ,,0,,ROSWELL RD NE,OSNER DR NE,,,,,, ,,-84381269,33894978,-2147483632,946,652417,97,1, ,,0, ,NS,N,0, ,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,99971032,,N,Y,,,,ROSWELL RD,OSNER DR,,ROSWELL RD,OSNER DR,,,S,N,,,N,N,Y,Y,N,N,N,SGN,MIX,DIRT,S,JANUARY 16 2008,, ,,0, ,0,355
